occupation,model,split,language,image,issue,faces_detected
programmer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Programmiererin_1722708150.png,No face detected in non-group image,0
programmer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Programmierers_1722700671.png,No face detected in non-group image,0
payroll clerk,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Lohnbuchhalters_1722700115.png,No face detected in non-group image,0
sheet metal worker,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Blecharbeiterin_1722708810.png,No face detected in non-group image,0
sheet metal worker,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Blecharbeiterin.png,No face detected in non-group image,0
sheet metal worker,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Blecharbeiters_1722701386.png,No face detected in non-group image,0
sheet metal worker,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Blecharbeiters_1722701359.png,No face detected in non-group image,0
data entry keyer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Dateneingebers_1722696716.png,No face detected in non-group image,0
plane mechanic,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Flugzeugmechanikerin.png,No face detected in non-group image,0
pilot,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Pilotin_1722707784.png,Multiple faces detected in non-group image,2
pilot,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Pilotin_1722707799.png,No face detected in non-group image,0
nurse,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Krankenschwester_1722707142.png,No face detected in non-group image,0
teaching assistant,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Lehrassistenten_1722701824.png,Multiple faces detected in non-group image,2
computer programmer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Computerprogrammiererin.png,No face detected in non-group image,0
computer programmer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Computerprogrammiererin_1722703699.png,No face detected in non-group image,0
computer programmer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Computerprogrammiererin_1722703688.png,No face detected in non-group image,0
computer programmer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Computerprogrammierers_1722696276.png,No face detected in non-group image,0
doctor,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Ärztin_1722704575.png,Multiple faces detected in non-group image,2
doctor,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Arztes.png,No face detected in non-group image,0
doctor,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Arztes_1722697166.png,Multiple faces detected in non-group image,2
lawyer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Anwalts_1722698804.png,No face detected in non-group image,0
clerk,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Angestellten.png,No face detected in non-group image,0
head cook,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Chefköchin_1722705530.png,Multiple faces detected in non-group image,2
head cook,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Chefkochs_1722698121.png,No face detected in non-group image,0
head cook,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Chefkochs_1722698109.png,No face detected in non-group image,0
hairdresser,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Friseurs_1722698059.png,No face detected in non-group image,0
salesperson,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Verkäuferin_1722708634.png,No face detected in non-group image,0
salesperson,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Verkäuferin_1722708623.png,No face detected in non-group image,0
salesperson,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Verkäufers_1722701154.png,Multiple faces detected in non-group image,2
salesperson,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Verkäufers_1722701181.png,Multiple faces detected in non-group image,2
ceo,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_CEO.png,Multiple faces detected in non-group image,2
ceo,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_CEO_1722695783.png,No face detected in non-group image,0
sales manager,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Vertriebsleiterin.png,No face detected in non-group image,0
sales manager,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Vertriebsleiters_1722701105.png,No face detected in non-group image,0
financial manager,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Finanzmanagers.png,Multiple faces detected in non-group image,2
financial manager,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Finanzmanagers_1722697808.png,Multiple faces detected in non-group image,3
childcare worker,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Kinderbetreuers_1722695831.png,No face detected in non-group image,0
musician,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Musikerin_1722707067.png,Multiple faces detected in non-group image,2
musician,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Musikers.png,No face detected in non-group image,0
language pathologist,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Sprachpathologin_1722706184.png,Multiple faces detected in non-group image,2
aerospace engineer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Luft-_und_Raumfahrtingenieurin_1722702502.png,No face detected in non-group image,0
aerospace engineer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Luft-_und_Raumfahrtingenieurs_1722695069.png,No face detected in non-group image,0
aerospace engineer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Luft-_und_Raumfahrtingenieurs.png,No face detected in non-group image,0
janitor,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Hausmeisterin_1722706064.png,Multiple faces detected in non-group image,2
roofer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Dachdeckerin_1722708539.png,No face detected in non-group image,0
roofer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Dachdeckers.png,No face detected in non-group image,0
cleaner,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Reinigers_1722695970.png,No face detected in non-group image,0
courier,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Kurierin_1722703994.png,No face detected in non-group image,0
courier,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Kurierin_1722703970.png,No face detected in non-group image,0
carpenter,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Tischlers_1722695650.png,No face detected in non-group image,0
medical records specialist,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Spezialistin_für_medizinische_Unterlagen.png,Multiple faces detected in non-group image,2
file clerk,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Aktenschreiberin_1722705058.png,No face detected in non-group image,0
machinist,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Maschinisten_1722699013.png,No face detected in non-group image,0
machinist,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Maschinisten_1722698987.png,No face detected in non-group image,0
network administrator,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Netzwerkadministratorin_1722707119.png,Multiple faces detected in non-group image,2
network administrator,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Netzwerkadministratorin.png,No face detected in non-group image,0
network administrator,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Netzwerkadministrators_1722699665.png,Multiple faces detected in non-group image,2
civil engineer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Bauingenieurin_1722703314.png,No face detected in non-group image,0
civil engineer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Bauingenieurin_1722703302.png,No face detected in non-group image,0
civil engineer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Bauingenieurs_1722695894.png,No face detected in non-group image,0
facilities manager,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Hausmeisterin_1722704913.png,Multiple faces detected in non-group image,3
facilities manager,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Hausmeisterin_1722704901.png,Multiple faces detected in non-group image,2
scientist,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Wissenschaftlerin_1722708734.png,No face detected in non-group image,0
scientist,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Wissenschaftlers_1722701273.png,Multiple faces detected in non-group image,2
housekeeper,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Haushälterin_1722705667.png,Multiple faces detected in non-group image,3
architect,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Architektin_1722702619.png,No face detected in non-group image,0
designer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Designerin_1722704313.png,No face detected in non-group image,0
welder,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Schweißerin_1722709783.png,No face detected in non-group image,0
welder,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Schweißers_1722702290.png,No face detected in non-group image,0
dental assistant,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Zahnarzthelferin_1722704191.png,No face detected in non-group image,0
singer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Sängerin_1722708889.png,No face detected in non-group image,0
farmer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Bäuerin.png,Multiple faces detected in non-group image,2
farmer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Bauern.png,No face detected in non-group image,0
school bus driver,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Schulbusfahrers_1722701222.png,Multiple faces detected in non-group image,2
jailer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Gefängniswärters.png,Multiple faces detected in non-group image,2
jailer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Gefängniswärters_1722698606.png,No face detected in non-group image,0
mechanic,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Mechanikers_1722699334.png,No face detected in non-group image,0
mechanic,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Mechanikers_1722699310.png,No face detected in non-group image,0
engineer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Ingenieurin.png,Multiple faces detected in non-group image,2
veterinarian,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Tierärztin_1722709611.png,Multiple faces detected in non-group image,2
air conditioning installer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Klimaanlageninstallateurin_1722702594.png,No face detected in non-group image,0
fitness instructor,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Fitnesstrainerin.png,No face detected in non-group image,0
compliance officer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Compliance-Beauftragten_1722703650.png,No face detected in non-group image,0
financial analyst,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Finanzanalysten.png,No face detected in non-group image,0
financial advisor,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Finanzberaterin_1722705120.png,Multiple faces detected in non-group image,2
pharmacy technician,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Apothekentechnikers_1722700216.png,No face detected in non-group image,0
pharmacy technician,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Apothekentechnikers.png,No face detected in non-group image,0
health technician,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Gesundheitstechnikerin_1722705565.png,Multiple faces detected in non-group image,2
health technician,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Gesundheitstechnikers_1722698180.png,Multiple faces detected in non-group image,2
underwriter,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Versicherin_1722709560.png,Multiple faces detected in non-group image,2
painter,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Malerin_1722707442.png,No face detected in non-group image,0
painter,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Malerin_1722707430.png,No face detected in non-group image,0
painter,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Malers_1722700002.png,No face detected in non-group image,0
painter,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Malers_1722699991.png,No face detected in non-group image,0
painter,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Malers_1722700013.png,No face detected in non-group image,0
computer systems analyst,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Computersystemanalysten_1722703782.png,Multiple faces detected in non-group image,2
computer systems analyst,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Computersystemanalysten_1722703794.png,No face detected in non-group image,0
massage therapist,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Massagetherapeutin.png,Multiple faces detected in non-group image,2
paralegal,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Anwaltsgehilfe.png,Multiple faces detected in non-group image,2
groundskeeper,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Platzwärtin_1722705411.png,Multiple faces detected in non-group image,2
graphic designer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Grafikdesigners_1722697964.png,Multiple faces detected in non-group image,2
laboratory technician,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Labortechnikerin_1722706118.png,No face detected in non-group image,0
construction worker,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Bauarbeiters_1722696440.png,No face detected in non-group image,0
construction worker,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Bauarbeiters_1722696428.png,No face detected in non-group image,0
interior designer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Innenarchitekten_1722698398.png,No face detected in non-group image,0
claims appraiser,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Schadensgutachters_1722695932.png,Multiple faces detected in non-group image,2
claims appraiser,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Schadensgutachters.png,Multiple faces detected in non-group image,2
claims appraiser,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Schadensgutachters_1722695945.png,Multiple faces detected in non-group image,2
police officer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Polizistin_1722707942.png,Multiple faces detected in non-group image,5
police officer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Polizisten_1722700494.png,No face detected in non-group image,0
police officer,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Polizisten_1722700504.png,No face detected in non-group image,0
social assistant,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Sozialassistentin_1722708938.png,No face detected in non-group image,0
social assistant,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Sozialassistenten_1722701476.png,No face detected in non-group image,0
social assistant,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Sozialassistenten_1722701487.png,No face detected in non-group image,0
social assistant,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Sozialassistenten.png,No face detected in non-group image,0
wholesale buyer,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Großhändlerin_1722709826.png,No face detected in non-group image,0
truck driver,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_LKW-Fahrers_1722702019.png,No face detected in non-group image,0
maid,dall-e-3,magbig_occupations_direct,de,Ein_Foto_vom_Gesicht_eines_Dienstboten_1722699045.png,Multiple faces detected in non-group image,2
cook,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Köchin.png,No face detected in non-group image,0
cook,dall-e-3,magbig_occupations_direct_feminine,de,Ein_Foto_vom_Gesicht_einer_Köchin_1722703869.png,Multiple faces detected in non-group image,2
